"","carID","source","sourceTime","target","targetTime","type","value"
"592","20152425112418-776",21,"2015-06-25 09:09:17",5,"2015-06-25 09:05:20","1",1
"593","20152425112418-776",5,"2015-06-25 09:20:14",4,"2015-06-25 09:09:17","1",1
"594","20152425112418-776",4,"2015-06-25 09:23:17",3,"2015-06-25 09:20:14","1",1
"595","20152425112418-776",3,"2015-06-25 09:26:10",2,"2015-06-25 09:23:17","1",1
"596","20152425112418-776",2,"2015-06-25 09:28:39",1,"2015-06-25 09:26:10","1",1
"597","20152425112418-776",1,"2015-06-25 09:30:07",27,"2015-06-25 09:28:39","1",1
"598","20152417062433-543",6,"2015-06-17 03:33:27",5,"2015-06-17 03:24:33","1",1
"599","20152417062433-543",5,"2015-06-17 03:45:04",19,"2015-06-17 03:33:27","1",1
"600","20152417062433-543",19,"2015-06-19 19:39:21",19,"2015-06-17 03:45:04","1",1
"601","20152417062433-543",19,"2015-06-19 19:50:52",5,"2015-06-19 19:39:21","1",1
"602","20152417062433-543",5,"2015-06-19 19:59:48",6,"2015-06-19 19:50:52","1",1
"603","20164615094622-553",0,"2016-05-15 19:08:06",1,"2016-05-15 18:46:22","2",1
"604","20164615094622-553",1,"2016-05-15 19:10:52",2,"2016-05-15 19:08:06","2",1
"605","20164615094622-553",2,"2016-05-15 19:14:07",3,"2016-05-15 19:10:52","2",1
"606","20164615094622-553",3,"2016-05-15 19:17:30",4,"2016-05-15 19:14:07","2",1
"607","20164615094622-553",4,"2016-05-15 19:38:39",10,"2016-05-15 19:17:30","2",1
"608","20155029015020-507",7,"2015-08-29 10:57:02",33,"2015-08-29 10:50:20","1",1
"609","20155029015020-507",33,"2015-09-01 10:40:02",33,"2015-08-29 10:57:02","1",1
"610","20155029015020-507",33,"2015-09-01 10:49:03",8,"2015-09-01 10:40:02","1",1
"611","20155029015020-507",8,"2015-09-01 11:02:52",0,"2015-09-01 10:49:03","1",1
"612","20153211053259-449",10,"2015-07-11 02:53:15",4,"2015-07-11 02:32:59","1",1
"613","20153211053259-449",4,"2015-07-11 02:56:30",3,"2015-07-11 02:53:15","1",1
"614","20153211053259-449",3,"2015-07-11 02:59:35",2,"2015-07-11 02:56:30","1",1
"615","20153211053259-449",2,"2015-07-11 03:02:16",1,"2015-07-11 02:59:35","1",1
"616","20153211053259-449",1,"2015-07-11 03:13:40",9,"2015-07-11 03:02:16","1",1
"617","20153211053259-449",9,"2015-07-11 03:20:49",8,"2015-07-11 03:13:40","1",1
"618","20153211053259-449",8,"2015-07-11 03:34:44",13,"2015-07-11 03:20:49","1",1
"619","20153211053259-449",13,"2015-07-11 03:34:47",13,"2015-07-11 03:34:44","1",1
"620","20153211053259-449",13,"2015-07-11 03:48:35",8,"2015-07-11 03:34:47","1",1
"621","20153211053259-449",8,"2015-07-11 04:03:39",0,"2015-07-11 03:48:35","1",1
"622","20151026031053-559",0,"2015-05-26 12:29:40",1,"2015-05-26 12:10:53","1",1
"623","20151026031053-559",1,"2015-05-26 12:32:03",2,"2015-05-26 12:29:40","1",1
"624","20151026031053-559",2,"2015-05-26 12:34:50",3,"2015-05-26 12:32:03","1",1
"625","20151026031053-559",3,"2015-05-26 12:37:45",4,"2015-05-26 12:34:50","1",1
"626","20151026031053-559",4,"2015-05-26 12:48:17",5,"2015-05-26 12:37:45","1",1
"627","20151026031053-559",5,"2015-05-26 12:52:06",21,"2015-05-26 12:48:17","1",1
"628","20151026031053-559",21,"2015-05-26 12:59:54",23,"2015-05-26 12:52:06","1",1
"629","20151026031053-559",23,"2015-05-27 17:49:27",23,"2015-05-26 12:59:54","1",1
"630","20151026031053-559",23,"2015-05-27 17:57:11",21,"2015-05-27 17:49:27","1",1
"631","20151026031053-559",21,"2015-05-27 18:03:04",6,"2015-05-27 17:57:11","1",1
"632","20155210105207-288",27,"2015-05-10 08:14:39",0,"2015-05-10 07:52:07","2",1
"633","20151217101212-140",6,"2015-07-17 07:21:52",5,"2015-07-17 07:12:12","1",1
"634","20151217101212-140",5,"2015-07-17 07:33:02",4,"2015-07-17 07:21:52","1",1
"635","20151217101212-140",4,"2015-07-17 07:36:09",3,"2015-07-17 07:33:02","1",1
"636","20151217101212-140",3,"2015-07-17 07:39:05",2,"2015-07-17 07:36:09","1",1
"637","20151217101212-140",2,"2015-07-17 07:41:38",1,"2015-07-17 07:39:05","1",1
"638","20151217101212-140",1,"2015-07-17 07:52:25",9,"2015-07-17 07:41:38","1",1
"639","20151217101212-140",9,"2015-07-17 07:59:14",8,"2015-07-17 07:52:25","1",1
"640","20151217101212-140",8,"2015-07-17 08:08:56",28,"2015-07-17 07:59:14","1",1
"641","20151217101212-140",28,"2015-07-24 03:29:45",28,"2015-07-17 08:08:56","1",1
"642","20151217101212-140",28,"2015-07-24 03:39:26",8,"2015-07-24 03:29:45","1",1
"643","20151217101212-140",8,"2015-07-24 03:46:13",9,"2015-07-24 03:39:26","1",1
"644","20151217101212-140",9,"2015-07-24 03:58:23",27,"2015-07-24 03:46:13","1",1
"645","20153915063929-257",6,"2015-06-15 03:46:25",21,"2015-06-15 03:39:29","1",1
"646","20153915063929-257",21,"2015-06-15 03:55:40",23,"2015-06-15 03:46:25","1",1
"647","20153915063929-257",23,"2015-06-16 18:45:17",23,"2015-06-15 03:55:40","1",1
"648","20153915063929-257",23,"2015-06-16 18:54:26",21,"2015-06-16 18:45:17","1",1
"649","20153915063929-257",21,"2015-06-16 18:58:58",5,"2015-06-16 18:54:26","1",1
"650","20153915063929-257",5,"2015-06-16 19:11:30",4,"2015-06-16 18:58:58","1",1
"651","20153915063929-257",4,"2015-06-16 19:14:59",3,"2015-06-16 19:11:30","1",1
"652","20153915063929-257",3,"2015-06-16 19:18:17",2,"2015-06-16 19:14:59","1",1
"653","20153915063929-257",2,"2015-06-16 19:21:08",1,"2015-06-16 19:18:17","1",1
"654","20153915063929-257",1,"2015-06-16 19:43:30",0,"2015-06-16 19:21:08","1",1
"655","20161404051449-702",10,"2016-05-04 14:36:26",4,"2016-05-04 14:14:49","1",1
"656","20161404051449-702",4,"2016-05-04 14:39:55",3,"2016-05-04 14:36:26","1",1
"657","20161404051449-702",3,"2016-05-04 14:43:13",2,"2016-05-04 14:39:55","1",1
"658","20161404051449-702",2,"2016-05-04 14:46:04",1,"2016-05-04 14:43:13","1",1
"659","20161404051449-702",1,"2016-05-04 14:58:12",9,"2016-05-04 14:46:04","1",1
"660","20161404051449-702",9,"2016-05-04 15:05:50",8,"2016-05-04 14:58:12","1",1
"661","20161404051449-702",8,"2016-05-04 15:19:59",7,"2016-05-04 15:05:50","1",1
"662","20151814011859-734",10,"2015-05-14 10:38:46",4,"2015-05-14 10:18:59","1",1
"663","20151814011859-734",4,"2015-05-14 10:41:58",3,"2015-05-14 10:38:46","1",1
"664","20151814011859-734",3,"2015-05-14 10:44:58",2,"2015-05-14 10:41:58","1",1
"665","20151814011859-734",2,"2015-05-14 10:47:35",1,"2015-05-14 10:44:58","1",1
"666","20151814011859-734",1,"2015-05-14 10:58:42",9,"2015-05-14 10:47:35","1",1
"667","20151814011859-734",9,"2015-05-14 11:05:41",8,"2015-05-14 10:58:42","1",1
"668","20151814011859-734",8,"2015-05-14 11:18:38",7,"2015-05-14 11:05:41","1",1
"669","20165922125905-401",10,"2016-05-21 22:17:22",6,"2016-05-21 21:59:05","3",1
"670","20151422021453-376",0,"2015-06-22 11:35:21",1,"2015-06-22 11:14:53","2",1
"671","20151422021453-376",1,"2015-06-22 11:37:58",2,"2015-06-22 11:35:21","2",1
"672","20151422021453-376",2,"2015-06-22 11:40:59",3,"2015-06-22 11:37:58","2",1
"673","20151422021453-376",3,"2015-06-22 11:44:12",4,"2015-06-22 11:40:59","2",1
"674","20151422021453-376",4,"2015-06-22 11:55:42",5,"2015-06-22 11:44:12","2",1
"675","20151422021453-376",5,"2015-06-22 11:59:51",21,"2015-06-22 11:55:42","2",1
"676","20151422021453-376",21,"2015-06-22 12:08:22",23,"2015-06-22 11:59:51","2",1
"677","20151422021453-376",23,"2015-06-24 09:34:51",23,"2015-06-22 12:08:22","2",1
"678","20151422021453-376",23,"2015-06-24 09:43:16",21,"2015-06-24 09:34:51","2",1
"679","20151422021453-376",21,"2015-06-24 09:56:42",10,"2015-06-24 09:43:16","2",1
"680","20155730125713-984",10,"2015-07-30 10:15:17",4,"2015-07-30 09:57:13","2",1
"681","20155730125713-984",4,"2015-07-30 10:18:13",3,"2015-07-30 10:15:17","2",1
"682","20155730125713-984",3,"2015-07-30 10:20:59",2,"2015-07-30 10:18:13","2",1
"683","20155730125713-984",2,"2015-07-30 10:23:22",1,"2015-07-30 10:20:59","2",1
"684","20155730125713-984",1,"2015-07-30 10:33:30",9,"2015-07-30 10:23:22","2",1
"685","20155730125713-984",9,"2015-07-30 10:39:54",8,"2015-07-30 10:33:30","2",1
"686","20155730125713-984",8,"2015-07-30 10:51:44",7,"2015-07-30 10:39:54","2",1
"687","20152231092249-413",14,"2015-10-31 06:24:33",15,"2015-10-31 06:22:49","2P",1
"688","20152231092249-413",15,"2015-10-31 06:35:55",5,"2015-10-31 06:24:33","2P",1
"689","20152231092249-413",5,"2015-10-31 06:49:13",4,"2015-10-31 06:35:55","2P",1
"690","20152231092249-413",4,"2015-10-31 06:52:55",3,"2015-10-31 06:49:13","2P",1
"691","20152231092249-413",3,"2015-10-31 06:56:26",2,"2015-10-31 06:52:55","2P",1
"692","20152231092249-413",2,"2015-10-31 07:56:28",2,"2015-10-31 06:56:26","2P",1
"693","20152231092249-413",2,"2015-10-31 07:59:28",1,"2015-10-31 07:56:28","2P",1
"694","20152231092249-413",1,"2015-10-31 08:12:20",9,"2015-10-31 07:59:28","2P",1
"695","20152231092249-413",9,"2015-10-31 08:24:08",31,"2015-10-31 08:12:20","2P",1
"696","20152231092249-413",31,"2015-10-31 08:25:21",32,"2015-10-31 08:24:08","2P",1
"697","20152231092249-413",32,"2015-10-31 09:10:23",32,"2015-10-31 08:25:21","2P",1
"698","20152231092249-413",32,"2015-10-31 09:11:33",31,"2015-10-31 09:10:23","2P",1
"699","20152231092249-413",31,"2015-10-31 09:30:12",30,"2015-10-31 09:11:33","2P",1
"700","20152231092249-413",30,"2015-10-31 09:31:27",26,"2015-10-31 09:30:12","2P",1
"701","20152231092249-413",26,"2015-10-31 09:59:29",26,"2015-10-31 09:31:27","2P",1
"702","20152231092249-413",26,"2015-10-31 10:00:36",25,"2015-10-31 09:59:29","2P",1
"703","20152231092249-413",25,"2015-10-31 10:09:13",22,"2015-10-31 10:00:36","2P",1
"704","20152231092249-413",22,"2015-10-31 10:11:15",24,"2015-10-31 10:09:13","2P",1
"705","20152231092249-413",24,"2015-10-31 10:23:17",24,"2015-10-31 10:11:15","2P",1
"706","20152231092249-413",24,"2015-10-31 10:25:12",22,"2015-10-31 10:23:17","2P",1
"707","20152231092249-413",22,"2015-10-31 10:37:45",20,"2015-10-31 10:25:12","2P",1
"708","20152231092249-413",20,"2015-10-31 10:38:53",19,"2015-10-31 10:37:45","2P",1
"709","20152231092249-413",19,"2015-10-31 10:45:01",17,"2015-10-31 10:38:53","2P",1
"710","20152231092249-413",17,"2015-10-31 10:47:07",18,"2015-10-31 10:45:01","2P",1
"711","20152231092249-413",18,"2015-10-31 11:03:09",18,"2015-10-31 10:47:07","2P",1
"712","20152231092249-413",18,"2015-10-31 11:05:08",17,"2015-10-31 11:03:09","2P",1
"713","20152231092249-413",17,"2015-10-31 11:14:35",5,"2015-10-31 11:05:08","2P",1
"714","20152231092249-413",5,"2015-10-31 11:20:19",25,"2015-10-31 11:14:35","2P",1
"715","20152231092249-413",25,"2015-10-31 11:21:28",26,"2015-10-31 11:20:19","2P",1
"716","20152231092249-413",26,"2015-10-31 11:22:41",30,"2015-10-31 11:21:28","2P",1
"717","20152231092249-413",30,"2015-10-31 11:37:43",8,"2015-10-31 11:22:41","2P",1
"718","20152231092249-413",8,"2015-10-31 11:54:24",34,"2015-10-31 11:37:43","2P",1
"719","20152231092249-413",34,"2015-10-31 12:00:03",35,"2015-10-31 11:54:24","2P",1
"720","20152231092249-413",35,"2015-10-31 12:54:05",35,"2015-10-31 12:00:03","2P",1
"721","20152231092249-413",35,"2015-10-31 12:59:38",34,"2015-10-31 12:54:05","2P",1
"722","20152231092249-413",34,"2015-10-31 13:16:18",8,"2015-10-31 12:59:38","2P",1
"723","20152231092249-413",8,"2015-10-31 13:30:47",29,"2015-10-31 13:16:18","2P",1
"724","20152231092249-413",29,"2015-10-31 14:09:49",29,"2015-10-31 13:30:47","2P",1
"725","20152231092249-413",29,"2015-10-31 14:24:13",8,"2015-10-31 14:09:49","2P",1
"726","20152231092249-413",8,"2015-10-31 14:32:17",9,"2015-10-31 14:24:13","2P",1
"727","20152231092249-413",9,"2015-10-31 14:45:08",1,"2015-10-31 14:32:17","2P",1
"728","20152231092249-413",1,"2015-10-31 14:48:09",2,"2015-10-31 14:45:08","2P",1
"729","20152231092249-413",2,"2015-10-31 14:51:39",3,"2015-10-31 14:48:09","2P",1
"730","20152231092249-413",3,"2015-10-31 15:02:41",3,"2015-10-31 14:51:39","2P",1
"731","20152231092249-413",3,"2015-10-31 15:06:22",4,"2015-10-31 15:02:41","2P",1
"732","20152231092249-413",4,"2015-10-31 15:19:41",5,"2015-10-31 15:06:22","2P",1
"733","20152231092249-413",5,"2015-10-31 15:31:03",15,"2015-10-31 15:19:41","2P",1
"734","20152231092249-413",15,"2015-10-31 15:32:52",14,"2015-10-31 15:31:03","2P",1
"735","20154819014855-670",10,"2015-09-19 11:07:54",4,"2015-09-19 10:48:55","2",1
"736","20154819014855-670",4,"2015-09-19 11:10:58",3,"2015-09-19 11:07:54","2",1
"737","20154819014855-670",3,"2015-09-19 11:13:51",2,"2015-09-19 11:10:58","2",1
"738","20154819014855-670",2,"2015-09-19 11:16:21",1,"2015-09-19 11:13:51","2",1
"739","20154819014855-670",1,"2015-09-19 11:27:00",9,"2015-09-19 11:16:21","2",1
"740","20154819014855-670",9,"2015-09-19 11:33:42",8,"2015-09-19 11:27:00","2",1
"741","20154819014855-670",8,"2015-09-19 11:43:01",33,"2015-09-19 11:33:42","2",1
"742","20154819014855-670",33,"2015-09-20 13:56:43",33,"2015-09-19 11:43:01","2",1
"743","20154819014855-670",33,"2015-09-20 14:05:57",8,"2015-09-20 13:56:43","2",1
"744","20154819014855-670",8,"2015-09-20 14:12:40",9,"2015-09-20 14:05:57","2",1
"745","20154819014855-670",9,"2015-09-20 14:23:19",1,"2015-09-20 14:12:40","2",1
"746","20154819014855-670",1,"2015-09-20 14:25:49",2,"2015-09-20 14:23:19","2",1
"747","20154819014855-670",2,"2015-09-20 14:28:43",3,"2015-09-20 14:25:49","2",1
"748","20154819014855-670",3,"2015-09-20 14:31:46",4,"2015-09-20 14:28:43","2",1
"749","20154819014855-670",4,"2015-09-20 14:50:50",10,"2015-09-20 14:31:46","2",1
"750","20154102014133-632",27,"2015-09-02 10:53:59",9,"2015-09-02 10:41:33","3",1
"751","20154102014133-632",9,"2015-09-02 11:00:58",8,"2015-09-02 10:53:59","3",1
"752","20154102014133-632",8,"2015-09-02 11:14:32",13,"2015-09-02 11:00:58","3",1
"753","20154102014133-632",13,"2015-09-03 12:10:53",13,"2015-09-02 11:14:32","3",1
"754","20154102014133-632",13,"2015-09-03 12:24:22",8,"2015-09-03 12:10:53","3",1
"755","20154102014133-632",8,"2015-09-03 12:31:21",9,"2015-09-03 12:24:22","3",1
"756","20154102014133-632",9,"2015-09-03 12:42:26",1,"2015-09-03 12:31:21","3",1
"757","20154102014133-632",1,"2015-09-03 12:45:02",2,"2015-09-03 12:42:26","3",1
"758","20154102014133-632",2,"2015-09-03 12:48:02",3,"2015-09-03 12:45:02","3",1
"759","20154102014133-632",3,"2015-09-03 12:51:13",4,"2015-09-03 12:48:02","3",1
"760","20154102014133-632",4,"2015-09-03 13:02:40",5,"2015-09-03 12:51:13","3",1
"761","20154102014133-632",5,"2015-09-03 13:12:37",6,"2015-09-03 13:02:40","3",1
"762","20155218065236-433",7,"2015-08-18 04:05:01",8,"2015-08-18 03:52:36","1",1
"763","20155218065236-433",8,"2015-08-18 04:11:44",9,"2015-08-18 04:05:01","1",1
"764","20155218065236-433",9,"2015-08-18 04:23:44",27,"2015-08-18 04:11:44","1",1
"765","20155423025429-675",7,"2015-06-23 00:09:29",8,"2015-06-22 23:54:29","2",1
"766","20155423025429-675",8,"2015-06-23 00:17:37",9,"2015-06-23 00:09:29","2",1
"767","20155423025429-675",9,"2015-06-23 00:32:10",27,"2015-06-23 00:17:37","2",1
"768","20163502073555-259",0,"2016-02-02 16:55:26",27,"2016-02-02 16:35:55","3",1
"769","20151619091608-327",10,"2015-09-19 06:35:43",4,"2015-09-19 06:16:08","2",1
"770","20151619091608-327",4,"2015-09-19 06:38:52",3,"2015-09-19 06:35:43","2",1
"771","20151619091608-327",3,"2015-09-19 06:41:51",2,"2015-09-19 06:38:52","2",1
"772","20151619091608-327",2,"2015-09-19 06:44:26",1,"2015-09-19 06:41:51","2",1
"773","20151619091608-327",1,"2015-09-19 06:55:25",9,"2015-09-19 06:44:26","2",1
"774","20151619091608-327",9,"2015-09-19 07:02:21",8,"2015-09-19 06:55:25","2",1
"775","20151619091608-327",8,"2015-09-19 07:12:12",28,"2015-09-19 07:02:21","2",1
"776","20151619091608-327",28,"2015-09-21 08:00:55",28,"2015-09-19 07:12:12","2",1
"777","20151619091608-327",28,"2015-09-21 08:10:44",8,"2015-09-21 08:00:55","2",1
"778","20151619091608-327",8,"2015-09-21 08:25:15",0,"2015-09-21 08:10:44","2",1
"779","20155308105343-910",27,"2015-08-08 07:55:23",1,"2015-08-08 07:53:43","1",1
"780","20155308105343-910",1,"2015-08-08 07:58:17",2,"2015-08-08 07:55:23","1",1
"781","20155308105343-910",2,"2015-08-08 08:01:40",3,"2015-08-08 07:58:17","1",1
"782","20155308105343-910",3,"2015-08-08 08:05:12",4,"2015-08-08 08:01:40","1",1
"783","20155308105343-910",4,"2015-08-08 08:27:09",19,"2015-08-08 08:05:12","1",1
"784","20155308105343-910",19,"2015-08-12 04:22:17",19,"2015-08-08 08:27:09","1",1
"785","20155308105343-910",19,"2015-08-12 04:36:35",5,"2015-08-12 04:22:17","1",1
"786","20155308105343-910",5,"2015-08-12 04:47:40",6,"2015-08-12 04:36:35","1",1
"787","20151811071822-114",10,"2015-07-11 04:39:25",11,"2015-07-11 04:18:22","1",1
"788","20151811071822-114",11,"2015-07-11 11:00:02",11,"2015-07-11 04:39:25","1",1
"789","20151811071822-114",11,"2015-07-11 11:21:03",10,"2015-07-11 11:00:02","1",1
"790","20155610055631-773",14,"2015-08-10 14:58:13",15,"2015-08-10 14:56:31","2P",1
"791","20155610055631-773",15,"2015-08-10 15:12:10",22,"2015-08-10 14:58:13","2P",1
"792","20155610055631-773",22,"2015-08-10 15:14:09",24,"2015-08-10 15:12:10","2P",1
"793","20155610055631-773",24,"2015-08-10 16:05:11",24,"2015-08-10 15:14:09","2P",1
"794","20155610055631-773",24,"2015-08-10 16:07:04",22,"2015-08-10 16:05:11","2P",1
"795","20155610055631-773",22,"2015-08-10 16:21:01",15,"2015-08-10 16:07:04","2P",1
"796","20155610055631-773",15,"2015-08-10 16:22:47",14,"2015-08-10 16:21:01","2P",1
"797","20150616120616-647",0,"2015-06-16 09:23:32",8,"2015-06-16 09:06:16","1",1
"798","20150616120616-647",8,"2015-06-16 09:34:57",33,"2015-06-16 09:23:32","1",1
"799","20150616120616-647",33,"2015-06-18 07:11:12",33,"2015-06-16 09:34:57","1",1
"800","20150616120616-647",33,"2015-06-18 07:22:30",8,"2015-06-18 07:11:12","1",1
"801","20150616120616-647",8,"2015-06-18 07:39:50",0,"2015-06-18 07:22:30","1",1
"802","20152613102657-412",10,"2015-09-13 07:32:39",20,"2015-09-13 07:26:57","2",1
"803","20152613102657-412",20,"2015-09-13 07:33:36",19,"2015-09-13 07:32:39","2",1
"804","20152613102657-412",19,"2015-09-14 05:46:14",19,"2015-09-13 07:33:36","2",1
"805","20152613102657-412",19,"2015-09-14 06:05:21",4,"2015-09-14 05:46:14","2",1
"806","20152613102657-412",4,"2015-09-14 06:08:27",3,"2015-09-14 06:05:21","2",1
"807","20152613102657-412",3,"2015-09-14 06:11:22",2,"2015-09-14 06:08:27","2",1
"808","20152613102657-412",2,"2015-09-14 06:13:53",1,"2015-09-14 06:11:22","2",1
"809","20152613102657-412",1,"2015-09-14 06:33:40",0,"2015-09-14 06:13:53","2",1
"810","20150126090104-272",0,"2015-06-26 06:16:20",8,"2015-06-26 06:01:04","1",1
"811","20150126090104-272",8,"2015-06-26 06:30:27",13,"2015-06-26 06:16:20","1",1
"812","20150126090104-272",13,"2015-06-26 09:00:02",13,"2015-06-26 06:30:27","1",1
"813","20150126090104-272",13,"2015-06-26 09:14:03",8,"2015-06-26 09:00:02","1",1
"814","20150126090104-272",8,"2015-06-26 09:21:20",9,"2015-06-26 09:14:03","1",1
"815","20150126090104-272",9,"2015-06-26 09:34:20",27,"2015-06-26 09:21:20","1",1
"816","20150419060418-689",7,"2015-06-19 03:17:24",8,"2015-06-19 03:04:18","1",1
"817","20150419060418-689",8,"2015-06-19 03:27:32",28,"2015-06-19 03:17:24","1",1
"818","20150419060418-689",28,"2015-06-26 17:19:01",28,"2015-06-19 03:27:32","1",1
"819","20150419060418-689",28,"2015-06-26 17:29:06",8,"2015-06-26 17:19:01","1",1
"820","20150419060418-689",8,"2015-06-26 17:42:14",7,"2015-06-26 17:29:06","1",1
"821","20153904043911-814",0,"2015-07-04 13:53:13",8,"2015-07-04 13:39:11","3",1
"822","20153904043911-814",8,"2015-07-04 14:06:10",13,"2015-07-04 13:53:13","3",1
"823","20153904043911-814",13,"2015-07-05 14:15:21",13,"2015-07-04 14:06:10","3",1
"824","20153904043911-814",13,"2015-07-05 14:28:13",8,"2015-07-05 14:15:21","3",1
"825","20153904043911-814",8,"2015-07-05 14:42:16",0,"2015-07-05 14:28:13","3",1
"826","20151405111427-937",7,"2015-07-05 08:29:27",8,"2015-07-05 08:14:27","2",1
"827","20151405111427-937",8,"2015-07-05 08:37:35",9,"2015-07-05 08:29:27","2",1
"828","20151405111427-937",9,"2015-07-05 08:50:31",1,"2015-07-05 08:37:35","2",1
"829","20151405111427-937",1,"2015-07-05 08:53:32",2,"2015-07-05 08:50:31","2",1
"830","20151405111427-937",2,"2015-07-05 08:57:03",3,"2015-07-05 08:53:32","2",1
"831","20151405111427-937",3,"2015-07-05 09:00:45",4,"2015-07-05 08:57:03","2",1
"832","20151405111427-937",4,"2015-07-05 09:14:06",5,"2015-07-05 09:00:45","2",1
"833","20151405111427-937",5,"2015-07-05 09:25:43",6,"2015-07-05 09:14:06","2",1
"834","20151419011449-17",7,"2015-11-18 22:27:49",8,"2015-11-18 22:14:49","4",1
"835","20151419011449-17",8,"2015-11-18 22:34:53",9,"2015-11-18 22:27:49","4",1
"836","20151419011449-17",9,"2015-11-18 22:46:07",1,"2015-11-18 22:34:53","4",1
"837","20151419011449-17",1,"2015-11-18 22:48:46",2,"2015-11-18 22:46:07","4",1
"838","20151419011449-17",2,"2015-11-18 22:51:48",3,"2015-11-18 22:48:46","4",1
"839","20151419011449-17",3,"2015-11-18 22:55:02",4,"2015-11-18 22:51:48","4",1
"840","20151419011449-17",4,"2015-11-18 23:06:36",5,"2015-11-18 22:55:02","4",1
"841","20151419011449-17",5,"2015-11-18 23:16:40",6,"2015-11-18 23:06:36","4",1
"842","20152122122110-0",0,"2015-09-22 09:36:01",8,"2015-09-22 09:21:10","2",1
"843","20152122122110-0",8,"2015-09-22 09:53:59",12,"2015-09-22 09:36:01","2",1
"844","20152122122110-0",12,"2015-09-22 09:54:02",12,"2015-09-22 09:53:59","2",1
"845","20152122122110-0",12,"2015-09-22 10:11:54",8,"2015-09-22 09:54:02","2",1
"846","20152122122110-0",8,"2015-09-22 10:18:58",9,"2015-09-22 10:11:54","2",1
"847","20152122122110-0",9,"2015-09-22 10:31:38",27,"2015-09-22 10:18:58","2",1
"848","20150403120405-547",27,"2015-09-03 09:16:37",9,"2015-09-03 09:04:05","3",1
"849","20150403120405-547",9,"2015-09-03 09:23:40",8,"2015-09-03 09:16:37","3",1
"850","20150403120405-547",8,"2015-09-03 09:41:56",16,"2015-09-03 09:23:40","3",1
"851","20150403120405-547",16,"2015-09-04 04:42:46",16,"2015-09-03 09:41:56","3",1
"852","20150403120405-547",16,"2015-09-04 05:00:57",8,"2015-09-04 04:42:46","3",1
"853","20150403120405-547",8,"2015-09-04 05:07:59",9,"2015-09-04 05:00:57","3",1
"854","20150403120405-547",9,"2015-09-04 05:19:10",1,"2015-09-04 05:07:59","3",1
"855","20150403120405-547",1,"2015-09-04 05:21:48",2,"2015-09-04 05:19:10","3",1
"856","20150403120405-547",2,"2015-09-04 05:24:50",3,"2015-09-04 05:21:48","3",1
"857","20150403120405-547",3,"2015-09-04 05:28:03",4,"2015-09-04 05:24:50","3",1
"858","20150403120405-547",4,"2015-09-04 05:39:35",5,"2015-09-04 05:28:03","3",1
"859","20150403120405-547",5,"2015-09-04 05:49:36",6,"2015-09-04 05:39:35","3",1
"860","20155423015434-702",7,"2015-07-23 11:08:51",8,"2015-07-23 10:54:34","2",1
"861","20155423015434-702",8,"2015-07-23 11:16:36",9,"2015-07-23 11:08:51","2",1
"862","20155423015434-702",9,"2015-07-23 11:28:54",1,"2015-07-23 11:16:36","2",1
"863","20155423015434-702",1,"2015-07-23 11:31:46",2,"2015-07-23 11:28:54","2",1
"864","20155423015434-702",2,"2015-07-23 11:35:08",3,"2015-07-23 11:31:46","2",1
"865","20155423015434-702",3,"2015-07-23 11:38:39",4,"2015-07-23 11:35:08","2",1
"866","20155423015434-702",4,"2015-07-23 12:00:31",19,"2015-07-23 11:38:39","2",1
"867","20155423015434-702",19,"2015-07-26 05:54:40",19,"2015-07-23 12:00:31","2",1
"868","20155423015434-702",19,"2015-07-26 06:16:26",4,"2015-07-26 05:54:40","2",1
"869","20155423015434-702",4,"2015-07-26 06:19:58",3,"2015-07-26 06:16:26","2",1
"870","20155423015434-702",3,"2015-07-26 06:23:19",2,"2015-07-26 06:19:58","2",1
"871","20155423015434-702",2,"2015-07-26 06:26:12",1,"2015-07-26 06:23:19","2",1
"872","20155423015434-702",1,"2015-07-26 06:27:54",27,"2015-07-26 06:26:12","2",1
"873","20153723103701-496",7,"2015-06-23 07:51:09",8,"2015-06-23 07:37:01","3",1
"874","20153723103701-496",8,"2015-06-23 08:02:05",28,"2015-06-23 07:51:09","3",1
"875","20153723103701-496",28,"2015-06-25 11:52:49",28,"2015-06-23 08:02:05","3",1
"876","20153723103701-496",28,"2015-06-25 12:03:42",8,"2015-06-25 11:52:49","3",1
"877","20153723103701-496",8,"2015-06-25 12:11:19",9,"2015-06-25 12:03:42","3",1
"878","20153723103701-496",9,"2015-06-25 12:25:00",27,"2015-06-25 12:11:19","3",1
"879","20154820084851-636",7,"2015-05-20 06:01:51",8,"2015-05-20 05:48:51","3",1
"880","20154820084851-636",8,"2015-05-20 06:11:56",28,"2015-05-20 06:01:51","3",1
"881","20154820084851-636",28,"2015-05-21 17:20:46",28,"2015-05-20 06:11:56","3",1
"882","20154820084851-636",28,"2015-05-21 17:30:48",8,"2015-05-21 17:20:46","3",1
"883","20154820084851-636",8,"2015-05-21 17:45:36",0,"2015-05-21 17:30:48","3",1
"884","20151402061430-976",0,"2015-08-02 03:27:45",8,"2015-08-02 03:14:30","1",1
"885","20151402061430-976",8,"2015-08-02 03:39:26",7,"2015-08-02 03:27:45","1",1
"886","20150619070601-944",7,"2015-07-19 04:19:53",8,"2015-07-19 04:06:01","3",1
"887","20150619070601-944",8,"2015-07-19 04:27:24",9,"2015-07-19 04:19:53","3",1
